Date,SCP,Foundation Site,Object Classification,is_humanoid,is_infohazardous,is_location,is_organic,is_predatory,is_mechanical,is_mobile,is_replicating,is_virtual,Team Sent,Acquisition Successful?,Profit/Loss (normalized to 1940 $MM),,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-631,Site 8: Tehran,Keter,0,0,0,0,0,1,0,0,0,Legal,1,-14.7,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-653,Site 2: Washington D.C,Euclid,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-664,Site 4: Moscow,Keter,0,0,0,1,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-671,Site 8: Tehran,Safe,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-672,Site 2: Washington D.C,Safe,0,0,1,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-681,Site 8: Tehran,Keter,0,0,0,0,0,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-725,Site 2: Washington D.C,Safe,1,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-786,Site 3: Kinshasa,Safe,1,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-797,Site 2: Washington D.C,Keter,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-820,Site 4: Moscow,Keter,1,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-840,Site 2: Washington D.C,Euclid,0,1,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-854,Site 2: Washington D.C,Keter,0,0,0,1,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-866,Site 6: Geneva,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-954,Site 2: Washington D.C,Safe,1,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-982,Site 4: Moscow,Safe,0,0,1,0,0,0,0,0,0,Paramilitary,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-984,Site 7: Shanghai,Keter,1,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-986,Site 6: Geneva,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1006,Site 4: Moscow,Safe,0,1,0,0,0,0,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1014,Site 6: Geneva,Keter,1,1,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1029,Site 3: Kinshasa,Safe,0,1,0,0,0,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1034,Site 4: Moscow,Safe,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1038,Site 6: Geneva,Keter,0,0,0,0,0,1,0,0,0,Paramilitary,1,12.5,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1049,Site 6: Geneva,Euclid,0,1,0,0,0,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1085,Site 6: Geneva,Safe,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1099,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1153,Site 3: Kinshasa,Safe,0,0,1,0,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1215,Site 7: Shanghai,Euclid,0,1,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1219,Site 4: Moscow,Safe,0,0,1,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1232,Site 2: Washington D.C,Euclid,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1246,Site 4: Moscow,Safe,1,0,0,0,0,0,0,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1258,Site 7: Shanghai,Safe,0,0,0,0,0,0,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1280,Site 4: Moscow,Keter,1,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1296,Site 6: Geneva,Keter,1,1,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q1,SCP-1328,Site 2: Washington D.C,Euclid,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-206,Site 4: Moscow,Euclid,1,1,0,0,1,0,1,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-210,Site 8: Tehran,Safe,0,0,1,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-213,Site 8: Tehran,Euclid,0,1,0,1,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-350,Site 3: Kinshasa,Keter,0,0,1,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-369,Site 6: Geneva,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-413,Site 3: Kinshasa,Safe,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-433,Site 6: Geneva,Safe,1,0,0,0,0,1,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-447,Site 4: Moscow,Keter,0,1,1,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-448,Site 7: Shanghai,Safe,0,1,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-474,Site 6: Geneva,Keter,1,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-481,Site 7: Shanghai,Euclid,0,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-497,Site 6: Geneva,Keter,0,0,1,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-505,Site 3: Kinshasa,Euclid,0,0,0,0,0,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-507,Site 2: Washington D.C,Euclid,0,0,1,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-519,Site 4: Moscow,Euclid,0,0,0,0,0,1,1,0,0,Legal,1,22.8,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-628,Site 8: Tehran,Keter,0,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-635,Site 6: Geneva,Safe,0,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-762,Site 2: Washington D.C,Safe,0,1,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-771,Site 2: Washington D.C,Euclid,0,0,0,0,0,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-804,Site 6: Geneva,Euclid,0,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-823,Site 3: Kinshasa,Safe,0,1,0,0,1,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-841,Site 7: Shanghai,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-887,Site 4: Moscow,Euclid,1,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-950,Site 2: Washington D.C,Euclid,0,0,0,0,0,1,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-957,Site 2: Washington D.C,Keter,0,0,0,0,0,1,1,0,0,Infiltration,1,-1.3,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-963,Site 3: Kinshasa,Euclid,1,1,0,1,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-977,Site 3: Kinshasa,Keter,0,0,0,0,0,0,1,0,0,Infiltration,1,-11.7,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-995,Site 4: Moscow,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1006,Site 4: Moscow,Safe,0,1,0,0,0,0,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1026,Site 3: Kinshasa,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1027,Site 3: Kinshasa,Keter,1,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1058,Site 6: Geneva,Euclid,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1068,Site 8: Tehran,Keter,1,0,0,1,0,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1124,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1169,Site 3: Kinshasa,Euclid,1,1,0,0,0,1,0,1,1,Infiltration,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1180,Site 2: Washington D.C,Safe,0,0,0,0,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1241,Site 8: Tehran,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1244,Site 2: Washington D.C,Keter,0,0,0,0,0,1,1,1,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1247,Site 4: Moscow,Safe,0,0,0,0,0,0,0,0,1,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1267,Site 3: Kinshasa,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1269,Site 7: Shanghai,Safe,1,1,0,0,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1278,Site 7: Shanghai,Keter,0,0,0,0,0,0,0,0,0,Legal,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1300,Site 2: Washington D.C,Safe,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1311,Site 7: Shanghai,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1348,Site 6: Geneva,Euclid,0,1,1,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1353,Site 6: Geneva,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q2,SCP-1354,Site 4: Moscow,Keter,0,1,1,1,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-059,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-144,Site 7: Shanghai,Euclid,0,0,0,0,0,0,0,0,0,Infiltration,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-314,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-343,Site 6: Geneva,Keter,0,0,0,1,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-346,Site 2: Washington D.C,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-413,Site 3: Kinshasa,Safe,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-464,Site 3: Kinshasa,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-469,Site 7: Shanghai,Keter,0,0,0,1,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-508,Site 8: Tehran,Safe,0,1,1,0,1,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-530,Site 7: Shanghai,Safe,1,0,0,1,0,0,1,0,0,Legal,1,4.2,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-545,Site 2: Washington D.C,Safe,0,0,0,0,0,0,0,0,0,Legal,1,-3.3,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-589,Site 2: Washington D.C,Euclid,0,0,0,0,0,1,1,1,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-597,Site 7: Shanghai,Euclid,1,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-616,Site 4: Moscow,Euclid,0,0,1,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-653,Site 2: Washington D.C,Euclid,0,1,0,0,0,0,0,0,0,Infiltration,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-665,Site 4: Moscow,Keter,0,0,0,1,1,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-694,Site 4: Moscow,Euclid,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-746,Site 8: Tehran,Safe,1,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-765,Site 4: Moscow,Keter,0,0,0,1,0,0,0,0,0,Infiltration,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-780,Site 3: Kinshasa,Keter,0,0,1,0,1,1,0,0,0,Paramilitary,1,-45.3,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-786,Site 3: Kinshasa,Safe,1,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-877,Site 4: Moscow,Keter,0,0,0,0,1,1,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-878,Site 8: Tehran,Keter,0,0,0,0,0,0,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-884,Site 4: Moscow,Keter,0,1,0,1,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-926,Site 8: Tehran,Euclid,0,0,0,0,1,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-949,Site 6: Geneva,Euclid,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-960,Site 7: Shanghai,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-965,Site 4: Moscow,Keter,1,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-995,Site 4: Moscow,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1053,Site 4: Moscow,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1071,Site 8: Tehran,Safe,0,1,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1079,Site 8: Tehran,Keter,0,0,0,0,0,1,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1138,Site 8: Tehran,Safe,1,1,0,0,0,0,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1176,Site 2: Washington D.C,Safe,0,1,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1178,Site 8: Tehran,Keter,0,0,0,0,0,1,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1180,Site 2: Washington D.C,Safe,0,0,0,0,1,0,0,0,0,Infiltration,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1181,Site 4: Moscow,Keter,0,1,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1194,Site 6: Geneva,Safe,0,1,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1209,Site 7: Shanghai,Safe,1,0,0,0,0,0,0,1,0,Infiltration,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1229,Site 7: Shanghai,Euclid,0,0,1,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1230,Site 8: Tehran,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1256,Site 4: Moscow,Safe,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1262,Site 3: Kinshasa,Euclid,1,1,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1298,Site 4: Moscow,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1304,Site 6: Geneva,Keter,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1319,Site 7: Shanghai,Safe,0,0,0,0,0,0,0,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1343,Site 6: Geneva,Euclid,0,1,0,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q3,SCP-1366,Site 8: Tehran,Keter,0,0,0,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-085,Site 7: Shanghai,Safe,0,1,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-129,Site 8: Tehran,Keter,0,0,0,0,0,1,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-198,Site 4: Moscow,Safe,0,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-237,Site 3: Kinshasa,Safe,1,0,0,0,0,1,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-389,Site 6: Geneva,Euclid,0,0,0,0,0,0,0,0,1,Legal,1,14.8,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-395,Site 7: Shanghai,Keter,0,0,1,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-414,Site 6: Geneva,Keter,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-531,Site 3: Kinshasa,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-553,Site 4: Moscow,Safe,0,0,0,0,0,1,0,0,1,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-585,Site 8: Tehran,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-616,Site 4: Moscow,Euclid,0,0,1,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-620,Site 4: Moscow,Safe,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-625,Site 7: Shanghai,Keter,1,1,0,0,1,0,1,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-627,Site 7: Shanghai,Keter,0,0,1,0,0,0,0,1,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-645,Site 2: Washington D.C,Safe,0,0,0,0,0,0,0,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-677,Site 3: Kinshasa,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-764,Site 7: Shanghai,Euclid,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-795,Site 4: Moscow,Keter,0,0,0,1,1,0,0,1,0,Infiltration,1,-92.7,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-835,Site 8: Tehran,Keter,0,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-855,Site 8: Tehran,Keter,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-862,Site 3: Kinshasa,Keter,0,1,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-866,Site 6: Geneva,Safe,0,0,0,0,0,0,0,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-941,Site 2: Washington D.C,Safe,1,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-945,Site 3: Kinshasa,Euclid,0,0,1,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-990,Site 7: Shanghai,Euclid,0,0,1,1,0,0,0,0,0,Paramilitary,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1013,Site 4: Moscow,Safe,0,1,0,0,0,0,0,0,0,Legal,1,8,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1036,Site 8: Tehran,Euclid,0,1,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1040,Site 3: Kinshasa,Euclid,0,1,1,1,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1073,Site 3: Kinshasa,Keter,0,0,0,1,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1103,Site 7: Shanghai,Euclid,0,0,1,0,0,0,0,0,0,Paramilitary,1,-4.5,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1118,Site 2: Washington D.C,Euclid,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1124,Site 2: Washington D.C,Keter,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1142,Site 6: Geneva,Safe,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1143,Site 8: Tehran,Euclid,0,0,0,0,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1153,Site 3: Kinshasa,Safe,0,0,1,0,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1161,Site 6: Geneva,Safe,0,0,0,0,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1164,Site 6: Geneva,Safe,0,0,1,1,0,0,0,0,0,Infiltration,1,10,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1178,Site 8: Tehran,Keter,0,0,0,0,0,1,1,0,1,Infiltration,1,-5,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1184,Site 2: Washington D.C,Keter,0,1,0,0,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1201,Site 4: Moscow,Keter,0,1,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1206,Site 2: Washington D.C,Euclid,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1211,Site 2: Washington D.C,Safe,0,1,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1217,Site 8: Tehran,Safe,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1256,Site 4: Moscow,Safe,0,0,1,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1289,Site 2: Washington D.C,Keter,0,1,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1291,Site 4: Moscow,Euclid,0,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1295,Site 6: Geneva,Safe,0,0,0,0,0,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1297,Site 2: Washington D.C,Safe,0,0,0,0,0,1,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1344,Site 2: Washington D.C,Euclid,1,0,0,0,1,0,0,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1367,Site 7: Shanghai,Euclid,1,0,0,0,1,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1930Q4,SCP-1380,Site 4: Moscow,Keter,0,0,0,1,0,0,1,0,0,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1931Q1,SCP-136,Site 4: Moscow,Safe,0,0,0,0,0,1,1,0,1,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,
